index_product_wise,product_id_processed,comments,star_rating,helpful_votes,total_votes,verified_purchase,review_date,diff_date,is_predict
10,15,"['waiting', 'call', 'ge', 'tell', 'happened', 'sad', '3rd', 'microwave', 'work', 'years', 'average']",1.0,0.0,0.0,N,2013-08-16,98.0,0
11,15,"['oh', 'goodness', 'believe', 'horrible', 'microwave', 'all', 'material', 'used', 'construct', 'something', 'going', 'clog', 'landfill', 'here', 'story', 'back', 'april', 'year', '2014', 'old', 'microwave', 'died', 'needed', 'replacement', 'right', 'away', 'household', 'rolls', 'eat', 'popcorn', 'microwave', 'veggies', 'so', 'hub', 'rushed', 'homedepot', 'get', 'replacement', 'ge', 'microwave', 'looked', 'nice', 'bought', 'also', 'thankfully', 'purchased', 'insurance', 'policy', 'well', 'weeks', 'ago', 'may', 'general', 'electric', 'microwave', 'died', 'no', 'electrical', 'response', 'took', 'back', 'hd', 'replaced', 'another', 'assumed', 'fluke', 'that', 'got', 'bad', 'lemon', 'nope', 'second', 'microwave', 'died', 'last', 'night', 'same', 'symptoms', 'no', 'warning', 'just', 'died', 'returning', 'general', 'electric', 'microwave', 'today', 'homedepot', 'give', 'us', 'another', 'however', 'also', 'going', 'buy', 'another', 'microwave', 'know', 'new', 'ge', 'piece', 'junk', 'might', 'last', 'week', 'with', 'another', 'microwave', 'house', 'least', 'rush', 'acquire', 'another', 'don', 'buy', 'ge', 'they', 'might', 'made', 'good', 'equipment', 'past', 'obvious', 'living', 'reputation', 'quality', 'control', 'manufacturing', 'process']",1.0,2.0,3.0,N,2014-06-07,295.0,0
12,15,"['bought', 'microwave', 'less', 'year', 'ago', 'worked', 'fine', 'reheating', 'defrosting', 'items', '700', 'watt', 'microwave', 'take', 'longer', 'things', 'one', 'day', '8', 'months', 'placed', 'cup', 'coffee', 'reheat', 'failed', 'work', 'power', 'lights', 'working', 'luck', 'don', 'waste', 'money', 'time']",1.0,0.0,0.0,N,2014-08-18,72.0,0
13,15,"['excellent', 'product', 'recommend']",5.0,0.0,0.0,Y,2014-10-06,49.0,0
14,15,"['update', 'december', '2015', 'posted', 'review', 'january', 'microwave', 'stopped', 'working', 'altogether', 'june', '2015', 'if', 'find', 'model', 'anywhere', 'online', 'advise', 'do', 'not', 'buy', 'it', 'full', 'disclosure', 'usually', 'make', 'purchases', 'amazon', 'coupon', '15', 'item', 'pc', 'richards', 'local', 'store', 'fooled', 'buying', 'recommended', 'salesman', 'owned', 'years', 'most', 'problems', 'started', 'immediately', 'never', 'buy', 'another', 'ge', 'microwave', 'reason', 'considering', 'never', 'buying', 'ge', 'product', 'anything', 'takes', 'electricity', 'run', 'must', 'made', 'much', 'better', 'safety', 'reasons', 'worse', 'electronic', 'appliances', 'ever', 'purchased', 'pros', 'none', 'know', 'no', 'wonder', 'discontinued', 'cons', '62', 'very', 'soon', 'warranty', 'ended', 'started', 'smelling', 'burnt', 'plastic', 'whenever', 'used', 'length', 'time', 'power', 'level', 'smell', 'lingers', 'gets', 'food', '62', 'cooking', 'anything', 'baked', 'potato', 'example', 'moisture', 'food', 'gets', 'trapped', 'inside', 'oven', 'pours', 'open', 'door', 'walls', 'floor', 'ceiling', 'microwave', 'dripping', 'wet', 'must', 'dried', 'unless', 'want', 'end', 'muggy', 'mungy', 'moldy', 'mess', 'weeks', 'and', 'vent', 'blocked', 'outside', 'on', 'inside', 'maybe', 'defect', 'consumer', 'cannot', 'see', 'fix', '62', 'door', 'open', 'button', 'flimsy', '62', 'light', 'stays', 'close', 'door', 'done', 'careful', 'you', 'must', 'make', 'sure', 'door', 'closes', 'completely', 'even', 'looks', 'closed', 'might', 'lights', 'kitchen', 'might', 'notice', 'interior', 'light', 'microwave', 'still', 'make', 'heat', 'came', 'back', 'hours', 'later', 'inside', 'oven', 'warm', 'may', 'blow', 'bulb', 'normally', 'lasts', 'lifetime', 'oven', '62', 'vents', 'left', 'side', 'top', 'bottom', 'means', 'venting', 'difficult', 'something', 'sitting', 'next', 'left', 'side', 'see', 'photo', '62', 'all', 'buttons', 'hard', 'push', 'good', 'disability', 'arthritis', '62', 'clock', 'timer', 'used', 'cooking', 'tricky', 'stop', 'must', 'read', 'manual', 'figure', 'common', 'sense', 'manual', 'says', 'must', 'press', 'timer', 'button', 'hold', 'least', '3', 'seconds', 'stop', 'timer', '62', 'if', 'make', 'mistake', 'using', 'cooking', 'timer', 'easily', 'add', 'time', 'cooking', 'planned', 'for', 'example', 'pressed', '14', 'minutes', 'wanted', 'change', '12', 'tried', 'clear', 'thought', '12', 'minutes', 'cooking', 'time', 'done', 'started', 'another', '14', 'minutes', 'there', 'nothing', 'warn', 'happen', 'could', 'find', 'nothing', 'manual', 'explains', '62', 'no', 'minute', 'button', '30', 'second', 'increments', '62', 'turntable', 'moves', 'place', 'easily', 'like', 'place', 'item', 'remove', 'something', 'inside', 'microwave', 'groves', 'hold', 'place', 'shallow', 'allows', 'move', 'place', 'small', 'nudge', 'very', 'annoying', '62', 'emails', 'ge', 'never', 'answered', '62', 'vents', 'left', 'side', 'top', 'bottom', 'means', 'venting', 'difficult', 'something', 'sitting', 'next', 'left', 'side', 'see', 'photo', '62', 'all', 'buttons', 'hard', 'push', 'good', 'disability', 'arthritis', '62', 'clock', 'timer', 'used', 'cooking', 'tricky', 'stop', 'must', 'read', 'manual', 'figure', 'common', 'sense', 'manual', 'says', 'must', 'press', 'timer', 'button', 'hold', 'least', '3', 'seconds', 'stop', 'timer', '62', 'if', 'make', 'mistake', 'using', 'cooking', 'timer', 'easily', 'add', 'time', 'cooking', 'planned', 'for', 'example', 'pressed', '14', 'minutes', 'wanted', 'change', '12', 'tried', 'clear', 'thought', '12', 'minutes', 'cooking', 'time', 'done', 'started', 'another', '14', 'minutes', 'there', 'nothing', 'warn', 'happen', 'could', 'find', 'nothing', 'manual', 'explains', '62', 'no', 'minute', 'button', '30', 'second', 'increments', '62', 'turntable', 'moves', 'place', 'easily', 'like', 'place', 'item', 'remove', 'something', 'inside', 'microwave', 'groves', 'hold', 'place', 'shallow', 'allows', 'move', 'place', 'small', 'nudge', 'very', 'annoying', '62', 'emails', 'ge', 'never', 'answered']",1.0,0.0,0.0,N,2015-01-26,112.0,0
0,15,"['cracked', 'inadequate', 'gave', 'extremely', 'fuse', 'casserole', 'not', 'lose', 'enter', 'cabinets', 'else', 'defrost', 'expectations', 'degrees', 'easier', 'hesitant', 'compact', 'burned', 'functional', 'alone', 'hoped', 'convenience', 'beyond', 'cooker', 'assembly', 'adds', 'holds', 'component', 'local', 'element', 'levels', 'example', 'info', 'far', 'cost', 'dreaded', 'locate', 'hassle', 'components', 'enough', 'moderate', 'complaining', 'dedicated', 'heavy', 'functions', 'if', 'doors', 'fairly', 'mounted', 'malfunction', 'factory', 'early', 'info', 'matches', 'everything', 'fry', 'else', 'easily', 'flimsy', 'increase', 'flashes', 'flimsy', 'crazy', 'former', 'fry', 'fries', 'located', 'fix', 'complex', 'done']",0.8869843184947968,308.97522592544556,359.59859800338745,0.38162699341773987,2022-02-22,419.80430230498314,1
1,15,"['do', 'finding', 'follow', 'bent', 'comparable', 'ceiling', 'book', 'beep', '07', 'away', 'appreciate', '2008', 'built', 'advise', 'barely', 'becoming', '7', 'box', 'center', 'am', 'builder', 'called', 'better', 'apply', 'breaded', 'bottom', 'apply', 'appliances', 'add', '800', 'blew', 'at', 'directed', 'beware', 'became', 'attractive', 'anybody', 'adds', 'absolute', 'carries', 'be', '2009', 'brush', 'burning', 'blue', 'bargain', 'button', 'chance', 'element', 'buyer', 'bag', 'despite', 'constant', 'blew', 'caused', 'assembly', 'carries', 'changing', 'certain', 'became', 'correctly', 'accidentally', 'charge', 'drilled']",1.8200106918811798,138.13149133324623,123.53633284568787,0.32314997911453247,2022-02-22,210.7522488385439,1
2,15,"['delivery', 'concern', 'broke', 'cannot', 'assigned', 'accordingly', 'bargain', 'ago', 'advise', 'bosch', '07', 'advise', 'btw', 'coffee', 'capacity', 'beat', '3rd', 'checking', 'continue', 'based', 'area', 'as', 'condo', 'awful', 'bolt', 'bowl', 'cabinetry', 'cubic', 'constant', 'day', 'blew', 'ceramic', 'case', 'crazy', 'black', 'causes', 'corner', 'bulb', 'defective', 'appointments', 'charm', 'commercial', 'cleaned', 'carousel', 'bosch', 'chose', 'chip', 'choose', 'cooks', 'ceiling', 'close', 'example', 'choosing', 'companies', 'ft', 'die', 'combo', 'carousel', 'complained', 'button', 'circuit', 'bigger', 'broke', 'defrost', 'drill', 'corn', 'asin', 'café', 'dacor']",1.4104261994361877,129.5838978588581,184.35597038269043,0.32130521535873413,2022-02-22,201.70583152770996,1
3,15,"['component', 'disappointed', 'big', 'beyond', 'component', 'beverage', 'attempts', 'beep', 'actual', 'breaks', 'american', '29', 'agreed', '60', 'address', 'arrive', '27', '50', 'black', 'baked', 'beverage', 'appointment', 'brush', 'back', 'appeared', 'apart', 'attempt', 'both', '300', 'auto', 'bucks', 'appointment', 'appliance', 'adding', 'began', 'breaker', 'board', 'advantium', 'ability', 'accurate', 'but', 'and', 'best', 'comes', 'cannot', 'called', 'apartment', 'approximately', 'blue', 'bigger', 'around', 'appropriate', 'allow', 'an', 'builder', 'beautifully', 'awful', 'apply', 'august', 'attached', 'arrived', 'bent', 'asked', 'bake', 'clock', 'comparable', 'causing', 'component', 'cake', 'appointment', 'cafe', 'beverage', 'can', 'before', 'being', 'broke', 'being', 'always', 'breaks']",1.2126625329256058,85.81249323487282,99.54068565368652,0.2522737979888916,2022-02-22,94.69961258769035,1
4,15,"['bosch', 'complaint', 'counter', 'basically', '58', 'accurate', 'april', '400', '28', '28', 'appliances', '2008', 'behind', 'bag', 'agree', 'bargain', 'bargain', 'attempt', 'bubbling', 'appreciate', 'board', '15', 'advantage', 'anybody', 'appearance', 'caution', 'attempted', '3rd', 'areas', 'builder', 'back', 'at', 'allows', 'bolt', 'apparently', 'beverages', 'am', 'assurant', 'amazed', 'arrive', 'breaded', 'back', 'before', 'built', 'chips', 'color', 'complicated', 'catch', 'circuit', 'bottle', 'checking', 'causes', 'danby', 'dont', 'components', 'brown', 'certain', 'boiling', 'bags', 'become', 'back', 'cavity', 'brush', 'complaints', 'burnt', 'break']",1.1879684031009674,85.78549286723137,112.63937997817993,0.2840936481952667,2022-02-22,85.16350689530373,1
5,15,"['correctly', 'clearance', 'brought', 'best', '14', 'amazon', '00', '34', 'additional', 'add', '6', 'arrive', '350', 'beautiful', 'almost', 'asin', 'bulbs', 'become', '24', 'burnt', 'ahead', 'behind', 'bought', 'adjust', 'air', 'accept', 'applied', '25', '4', 'available', 'better', 'changing', 'beep', 'brands', 'blue', 'began', 'average', 'added', 'approximately', 'alot', 'bare', 'appearance', 'application', 'anywhere', 'attempted', 'applied', 'black', 'assurant', 'another', 'before', 'chef', 'calls', 'cake', 'clearance', 'chance', 'chipping', 'as', 'attempted', 'broken', 'beeper', 'certain', 'advantage', 'attempted']",1.0227081179618835,69.67527350783348,87.70890784263611,0.24098151922225952,2022-02-22,50.70945657789707,1
6,15,"['compared', 'aware', '25', '2014', '04', 'adorable', 'asked', '5', 'bent', 'beeps', 'before', 'become', 'appearance', '30', 'ask', 'buying', 'attractive', 'any', 'amazon', 'appeared', '40', 'amount', 'changed', 'become', 'board', 'begins', 'bucks', 'allowed', 'agree', 'brands', 'becoming', 'anyway', 'based', 'another', 'assembly', 'attempts', 'better', 'assigned', 'beautifully', 'caution', 'buying', 'automatically', 'carousel', 'brought', 'behind', 'cabinets', 'cabinets', 'christmas', 'blue', 'boil', 'appointment', 'although', 'bake', 'attempt', 'beep', 'apart']",0.9380066394805908,63.90674078464508,83.98748195171356,0.2287905365228653,2022-02-22,42.36165787279606,1
7,15,"['another', 'chosen', 'bake', 'adjust', '05', 'almost', 'alone', '500', 'big', 'blue', 'bargain', 'beginning', 'both', 'blow', 'allowed', 'appeared', 'ask', 'bosch', 'at', 'assume', '150', 'allows', 'beat', 'approximately', 'alot', 'annoying', '240', 'advice', 'assembly', 'appreciate', 'bags', 'big', 'assurant', 'bag', 'awesome', 'ago', 'all', 'bottom', 'answer', 'anywhere', 'beeping', 'beat', 'areas', 'blew', 'business', 'common', 'bubbling', 'cabinets', 'cafe', 'causes', 'average', 'approximately', 'appointment', 'believe', 'an', 'always', 'bulky', 'appointments', 'allows']",0.7842642813920975,53.4100506901741,70.42806601524353,0.19464197754859924,2022-02-22,21.72896270081401,1
8,15,"['allowed', 'always', 'application', 'assurant', 'anybody', 'allow', 'basic', '129', 'admit', 'addition', '29', 'black', 'beautifully', 'bucks', 'basically', 'call', 'bill', 'ask', 'attached', 'available', 'anyone', 'bracket', 'adding', 'agree', 'bolt', 'agree', 'anything', 'business', 'assigned', 'assigned', 'bare', 'buying', '900', '50', 'attempted', 'again', '4', 'appointments', 'advise', 'advantium', 'beverages', 'awesome', 'all', 'answer', 'appearance', 'anybody', 'amana', 'apparently', 'bar', 'august', 'becoming', 'best', 'barely', 'assume', 'bigger', 'bigger', 'burst', 'bosch', 'but', 'anywhere', 'beverages', 'amana', 'attractive', '350', 'adding', 'apply', 'add']",0.6378932297229767,37.848150454461575,54.79641056060791,0.1635204553604126,2022-02-22,-0.5546499975025654,1
9,15,"['annoying', 'be', 'arrive', 'accurate', 'built', 'bought', 'carefully', 'adorable', 'bowl', 'boil', 'around', 'bright', 'carry', 'beautifully', 'alot', 'bare', 'actually', 'advantage', 'agreed', '2010', 'anything', 'brought', 'assurant', 'be', 'at', 'am', 'bargain', 'appliances', 'beautifully', 'attempted', 'appears', 'bake', 'board', 'and', 'best', 'being', 'anything', 'although', 'auto', '28', 'additionally', 'accommodate', '400', '55', 'bigger', 'apparently']",0.5143953859806061,31.60357553511858,52.47303634881973,0.13705801963806152,2022-02-22,-7.920243259519339,1
0,16,"['what', 'like', 'whirlpool', 'kitchen', 'aid', 'microwaves', 'offer', 'models', 'accuwave', 'cooking', 'cook', '50', 'power', 'cooks', '50', 'power', 'rather', 'cycling', '100', 'power', '50', 'time', 'makes', 'massive', 'difference', 'things', 'cook', 'previously', 'gh5184xps', 'accuwave', 'lasted', '4', 'years', 'stopped', 'cooking', 'starting', 'look', 'nice', 'normal', 'decided', 'go', 'new', 'instead', 'repairing', 'old', 'after', 'new', 'microwave', 'installed', 'tried', 'cup', 'water', 'started', 'sounded', 'like', 'arc', 'welder', 'looked', 'plastic', 'panel', 'right', 'side', 'magnetron', 'looked', 'like', 'arc', 'torch', 'flame', 'quickly', 'turned', 'burn', 'place', 'they', 'took', 'back', 'gave', 'another', 'night', 'got', 'making', 'popcorn', 'special', 'microwave', 'popcorn', 'bowl', 'used', 'years', 'microwaves', 'within', 'minute', 'got', 'f7', 'call', 'for', 'service', 'code', 'they', 'offered', 'exchange', 'new', 'another', 'told', 'could', 'sell', 'new', '5184', 'updated', 'model', 'old', 'noticed', 'new', 'broiler', 'slightly', 'different', 'menus', '50', 'cheaper', 'good', 'luck', 'previous', '5184', 'however', 'installed', 'cook', 'said', 'cook', 'right', 'checked', 'updated', '5184', 'longer', 'accuwave', 'that', 'represented', 'gave', '50', 'back', 'order', 'another', 'factory', 'that', 'went', 'along', '3', 'days', 'noticed', 'part', 'way', 'cooking', 'time', 'magnetron', 'noise', 'stop', 'fan', 'speed', 'light', 'got', 'brighter', 'food', 'stopped', 'cooking', 'since', 'chicken', 'still', 'pink', 'added', 'minutes', 'full', 'power', 'immediately', 'received', 'f7', 'code', 'problem', 'actually', 'started', 'stopped', 'cooking', 'previous', 'operation', 'you', 'get', 'f7', 'try', 'start', 'magnetron', 'start', 'trust', 'chicken', 'avoided', 'certain', 'foods', 'alternated', 'manual', 'automatic', 'cycles', 'get', 'around', 'f7', 'codes', 'as', 'time', 'progressed', 'could', 'less', 'less', 'now', 'even', 'trust', 'finish', 'bowl', 'oatmeal', 'that', 'enough', 'there', 'possibility', 'buying', 'good', 'factory', 'point', 'getting', 'another', 'new', 'thus', 'decided', 'warranty', 'service', 'see', 'put', 'good', 'parts', 'will', 'work', 'dealer', 'recommended', 'warranty', 'repair', 'source', 'take', 'job', 'learned', 'model', 'whirlpool', 'got', 'another', 'company', 'come', 'following', 'morning', 'they', 'put', 'large', 'bowl', 'water', 'microwave', 'test', 'could', 'find', 'nothing', 'wrong', 'they', 'said', 'manual', 'even', 'list', 'f7', 'code', 'there', 'nothing', 'easier', 'microwave', 'large', 'bowl', 'water', 'went', 'internet', 'printed', 'myriad', 'postings', 'f7', 'microwave', 'model', 'detail', 'instructions', 'troubleshoot', 'then', 'put', 'real', 'food', 'microwave', 'showed', 'easy', 'get', 'f7', 'included', 'troubleshooting', 'instructions', 'comments', 'techs', 'service', 'every', 'day', 'state', 'always', 'go', 'procedure', 'eliminate', 'causes', 'always', 'ends', 'expensive', 'microprocessor', 'board', 'site', 'techs', 'follow', 'checklist', 'called', 'factory', 'factory', 'told', 'send', 'switch', 'try', 'hoping', 'thermal', 'switch', 'techs', 'indicated', 'site', 'techs', 'reminded', 'factory', 'problem', 'starts', 'mid', 'cycle', 'factory', 'came', 'back', 'gets', 'hotter', 'switch', 'contacts', 'may', 'increasing', 'resistance', 'causing', 'problem', 'could', 'repeat', 'f7', 'they', 'check', 'switch', 'high', 'resistance', 'follow', 'factory', 'procedure', 'troubleshoot', 'f7', 'error', 'next', 'wednesday', 'switch', 'scheduled', 'delivered', 'techs', 'returning', 'put', 'service', 'company', 'also', 'little', 'confidence', 'factory', 'recommendation', 'factory', 'says', 'perhaps', 'fist', 'service', 'company', 'gone', 'may', 'take', 'job', 'model', '3', 'model', '4', 'installs', 'since', 'april', '5', '2011', 'good', 'microwave', 'yet', 'they', 'eaten', 'time', 'microwave', 'worth', 'now', 'turn', 'make', 'personal', 'mission', 'require', 'keep', 'sending', 'technicians', 'house', 'fix', 'model', 'works', 'advertised', 'real', 'food', 'supply', 'model', 'equal', 'greater', 'value', 'works', 'advertised', 'free', 'new', 'warranty']",1.0,6.0,6.0,N,2011-06-22,0.0,0
1,16,"['my', '1st', 'unit', 'fried', 'unuasable', 'replaced', 'customer', 'service', 'calls', 'service', 'tech', 'visit', 'replacement', 'unit', 'makes', 'big', 'noise', 'vent', 'fan', 'loud', 'entire', 'sub', 'division', 'could', 'hear', 'microwave', 'gone', 'several', 'calls', 'customer', 'service', 'two', 'service', 'visits', 'later', 'issue', 'still', 'fixed', 'do', 'not', 'buy', 'this', 'unit', 'choice', 'got', 'new', 'home', 'purchased', 'sure', 'going', 'last', 'even', '3', 'months']",1.0,1.0,1.0,N,2011-07-05,13.0,0
2,16,"['bought', 'microwave', 'directly', 'whirlpool', 'march', '2011', 'in', 'july', '2011', 'died', 'first', 'repair', 'man', 'came', 'week', 'later', 'he', 'order', 'parts', 'waited', 'another', 'week', 'second', 'repair', 'man', 'came', 'put', 'new', 'part', 'he', 'said', 'fried', 'could', 'fix', 'well', 'whirlpool', 'supposed', 'replacing', 'microwave', '4', 'week', 'later', 'close', '5', 'weeks', 'still', 'microwave', 'service', 'department', 'awful']",1.0,0.0,0.0,N,2011-08-18,44.0,0
3,16,"['completely', 'disappointed', 'microwave', 'stopped', 'working', '16', 'months', 'hence', 'beyond', 'warranty', 'every', 'microwave', 'ever', 'owned', 'lasted', 'least', '5', 'years', 'now', 'whirlpool', 'wants', 'charge', '100', '00', 'service', 'fee', 'despite', 'documented', 'magnetron', 'issues', 'reviews', 'yet', 'claim', 'documented', 'problems', 'model', 'do', 'not', 'purchase', 'microwave', 'whirlpool', 'beautiful', 'look', 'giant', 'pricey', 'paperweight', 'hanging', 'range', 'never', 'buy', 'anything', 'deserve', 'star', 'neither', 'whirlpool', 'customer', 'service']",1.0,3.0,4.0,N,2011-12-30,134.0,0
4,16,"['microwave', 'stopped', 'working', '364', 'days', 'bought', 'house', 'unfortunately', 'firday', 'holiday', 'weeked', 'able', 'contact', 'whrilpool', 'following', 'week', 'whrilpool', 'refused', 'honor', 'warranty', 'called', 'becasue', 'two', 'day', 'expired', 'service', 'repair', 'man', 'came', 'house', 'diagnose', 'problem', 'he', 'told', 'microwave', 'needed', 'new', 'magnetron', 'control', 'board', 'however', 'said', 'get', 'different', 'microwave', 'if', 'replaced', 'parts', 'microwave', 'probably', 'back', 'another', 'year', 'becuase', 'whrilpool', 'many', 'problems', 'model', 'after', 'recommendation', 'looked', 'reviews', 'whrilpool', 'web', 'sight', 'amazon', 'defective', 'magnetrons', 'seem', 'problem', 'unit', 'recommend', 'purchasing', 'unit', 'since', 'seems', 'problem', 'functionality', 'warranty', 'department', 'unwilling', 'budge', 'anything']",1.0,1.0,1.0,N,2012-01-05,6.0,0
5,16,"['two', 'service', 'calls', 'microwave', 'within', 'year', 'warranty', 'if', 'goes', 'tell', 'shame', 'whirlpool', 'suspect', 'may', 'efficient', 'purchase', 'new', 'microwave', 'instead', 'service', 'call', 'circuit', 'board', 'continues', 'issue', 'steer', 'away']",1.0,0.0,0.0,N,2012-01-31,26.0,0
6,16,"['microwave', 'installed', 'builder', 'new', 'home', 'year', 'half', 'ago', 'sure', 'since', 'found', 'service', 'technician', 'area', 'numerous', 'times', 'replace', 'microwaves', 'ours', 'died', '17', 'months', 'regular', 'run', 'heat', 'anything', 'called', 'whirlpool', 'troubleshoot', 'put', 'automated', 'call', 'set', 'service', 'appointment', 'at', 'point', 'tell', 'service', 'call', 'cost', 'so', 'call', 'back', 'get', 'customer', 'service', 'rep', 'told', '129', 'someone', 'come', 'home', 'that', 'course', 'include', 'parts', 'replacement', 'buy', 'brand', 'new', 'microwave', 'works', 'better', 'company', 'twice', 'why', 'fix', 'microwave', 'broke', 'little', 'year', 'in', 'years', 'microwave', 'never', 'microwave', 'break', 'pretty', 'ridiculous', 'break', 'little', 'year', 'especially', 'neighbor', 'break', 'two', 'months', 'prior', 'never', 'buy', 'whirlpool', 'appliance']",1.0,1.0,1.0,N,2012-05-05,95.0,0
7,16,"['bought', 'microwave', 'summer', '2011', 'heat', 'even', 'first', 'installed', 'whirlpool', 'sent', 'repairman', 'fixed', 'three', 'months', 'work', 'making', 'several', 'orders', 'different', 'parts', 'six', 'months', 'later', 'stopped', 'heating', 'asked', 'replacement', 'whirlpool', 'send', 'repairman', 'they', 'replace', 'product', 'even', 'though', 'unable', 'less', 'half', 'time', 'owned', 'product', 'lemon', 'supported', 'manufacturer', 'read', 'many', 'reviews', 'indicate', 'thing', 'never', 'buy', 'whirlpool', 'brand', 'made', 'company', 'desire', 'buy', 'american', 'cost', 'buying', 'inferior', 'products', 'company', 'lousy', 'customer', 'service']",1.0,3.0,3.0,N,2012-06-25,51.0,0
8,16,"['microwave', 'pre', 'installed', 'kb', 'home', 'purchased', 'house', 'came', 'extended', 'warranty', '18', 'months', 'microwave', 'died', '20', 'month', 'know', 'whirlpool', 'manage', 'tune', 'microwave', 'work', 'warranty', 'period', 'anyway', 'end', 'expensive', 'exhaust', 'take', 'reviewers', 'do', 'not', 'buy', 'this', 'product']",1.0,0.0,0.0,N,2012-11-09,137.0,0
9,16,"['microwave', 'selected', 'kb', 'home', 'build', 'new', 'home', 'years', 'ago', 'summer', '2010', 'microwave', 'indicated', 'manufactured', 'april', '2010', 'low', 'behold', 'microwave', 'start', 'shutting', 'hit', 'start', 'beginning', 'june', '2012', 'days', 'ago', 'stopped', 'working', 'completely', 'no', 'pop', 'fizzle', 'crackle', 'heat', 'anything', 'whirlpool', 'dispatched', '3rd', 'party', 'repair', 'person', 'stated', 'magnetron', 'bad', 'dead', 'he', 'fairly', 'certain', 'recall', 'item', 'repair', 'person', 'estimated', 'absent', 'recall', 'cost', '450', 'fix', 'service', 'appointment', '89', 'following', 'day', 'repair', 'service', 'left', 'voice', 'mail', 'stating', 'recall', 'item', 'verify', 'whirlpool', 'contacted', 'whirlpool', '1', '800', '253', '1301', 'customer', 'service', 'rep', 'stated', 'problem', 'standard', '12', 'month', 'warranty', 'elapsed', 'rep', 'said', 'recall', 'magnetron', 'escalated', 'matter', 'supervisor', 'all', 'supervisor', 'reiterate', 'whirlpool', 'going', 'anything', 'past', '12', 'months', 'supervisor', 'offered', 'sell', 'four', 'new', 'microwaves', 'vip', 'rate', 'of', 'course', 'rate', 'vip', 'added', 'deliver', '70', 'installation', '45', 'charges', 'screwed', 'vip', 'goes', 'without', 'saying', 'take', 'offer', 'needless', 'say', 'upset', 'immediately', 'google', 'model', 'number', 'hope', 'finding', 'info', 'problem', 'perhaps', 'locating', 'cheaper', 'replacement', 'microwave', 'and', 'friends', 'ended', 'amazon', 'saw', '29', 'reviewers', 'also', 'issues', 'particular', 'microwave', 'got', 'certified', 'lemon', 'what', 'options', 'point', 'class', 'action', 'lawsuit', 'complaint', 'state', 'attorney', 'general', 'office', 'know', 'what', 'know', 'whirlpool', 'aware', 'problem', 'could', 'care', 'less', '600', 'left', 'reheating', 'stuff', 'oven', 'do', 'not', 'buy', 'this', 'microwave']",1.0,0.0,0.0,N,2012-11-21,12.0,0
10,16,"['trying', 'get', 'whirlpool', 'microwave', 'issues', 'everyone', 'else', 'ever', 'remembering', 'seeing', 'product', '1', 'star', 'reviews', 'know', 'even', 'worth', 'getting', 'fixed', 'warranty', 'reading', 'buying', 'whirlpool', 'including', 'brand', 'names']",1.0,0.0,0.0,N,2012-11-26,5.0,0
11,16,"['there', 'definitely', 'manufacturing', 'flaw', 'microwave', 'whirlpool', 'refuses', 'admit', 'microwave', 'warranty', 'first', 'year', 'fixed', 'four', 'times', 'problem', 'luckily', 'pay', 'repairs', 'warranty', 'covered', 'while', 'still', 'warranty', 'tried', 'talk', 'company', 'let', 'know', 'four', 'repairs', 'same', 'thing', 'noting', 'must', 'problem', 'product', 'made', 'all', 'try', 'get', 'us', 'buy', 'extended', 'warranty', 'so', '8', 'months', 'bought', '500', 'microwave', 'buy', 'new', 'truly', 'believe', 'whirlpool', 'knows', 'defect', 'microwave', 'refuses', 'stand', 'behind', 'product']",1.0,0.0,0.0,N,2012-12-13,17.0,0
12,16,"['second', 'microwave', 'like', 'first', 'lasted', 'less', 'year', 'magnetron', 'fried', 'bought', 'new', 'fried', 'fixed', 'happened', '3rd', 'time', 'buy', 'another', 'whirlpool', 'product']",1.0,0.0,0.0,N,2012-12-26,13.0,0
13,16,"['googled', 'model', 'number', 'brought', 'see', 'piece', 'crap', 'whirlpool', 'made', 'suppose', 'upgraded', 'version', 'builder', 'put', 'yet', 'hardly', 'usage', 'thing', 'crap', '35th', 'customer', 'pissed', 'owning', 'crap', 'amazing', 'whirpool', 'balls', 'sell', 'microwave', 'never', 'ever', 'going', 'get', 'anything', 'whirpool', 'ever']",1.0,0.0,0.0,N,2013-02-08,44.0,0
14,16,"['just', 'like', 'everyone', 'else', 'microwave', 'died', '1yr', 'normal', 'right', 'warranty', 'ran', 'worked', 'issues']",1.0,0.0,0.0,N,2013-02-11,3.0,0
15,16,"['whirlpool', 'check', 'reviews', 'obviously', 'serious', 'defect', 'although', 'sounds', 'like', 'lasted', 'longer', '24', 'months', 'like', 'others', 'written', 'heavy', 'microwave', 'users', 'occassional', 'reheating', 'coffee', 'defrosting', 'meat', 'seems', 'ridiculous']",1.0,0.0,0.0,N,2013-02-23,12.0,0
16,16,"['piece', 'junk', 'got', 'two', 'years', 'died', 'customer', 'service', 'says', 'bad', 'whirlpool', 'dishwasher', 'died', 'months', 'ago', 'whirlpool', 'dead']",1.0,0.0,0.0,N,2013-12-11,291.0,0
